exposure_id,borrower_id,connected_group_id,reporting_date,segment,product_type,borrower_type,is_individual,is_sme,managed_as_retail,retail_transactor,annual_revenue,group_total_assets,exposure_class_raw,sector,geography,currency,external_rating,internal_grade,pd_1y,origination_date,contractual_maturity_years,outstanding_balance,credit_limit,undrawn_amount,revolving_flag,commitment_type,unconditionally_cancellable_flag,accrued_interest,collateral_type,collateral_value,property_value_at_origination,property_value_current,property_cashflow_dependent,regulatory_real_estate_eligible,senior_lien_amount,guarantee_value,guarantor_type,guarantor_rating,dpd,default_flag
EXP-0010201,BOR-0009801,GRP-0009801,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,47871432984.00523,83417337510.18665,large_corporate,Construction,East,INR,B,B,0.06181058359776759,2020-07-31,4.055024716157596,445567749.11414653,1044175857.7591964,598608108.6450498,True,other_commitment,False,1824673.237413833,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010252,BOR-0009818,GRP-0009818,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,42591185925.186714,33172320165.571304,large_corporate,Textiles,West,INR,A,A,0.0010724295386955226,2017-01-18,1.6928502446034492,1130438442.48313,1627380643.9367666,496942201.45363665,True,other_commitment,False,4189942.5015959903,commercial_property,1146541673.0918572,1113102161.2225132,1146541673.0918572,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010272,BOR-0009824,GRP-0009824,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,54796221447.59363,59445622459.84781,large_corporate,Textiles,North,INR,AA,AA,0.0005299429829988594,2017-06-17,4.8994724430054735,333442821.17831254,575487071.9976045,242044250.81929195,True,other_commitment,False,967737.915193274,commercial_property,388943537.57714057,391045927.7742605,388943537.57714057,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010285,BOR-0009829,GRP-0009829,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,71409771320.79333,80338763610.99246,large_corporate,Real Estate,Central,INR,BB,BB,0.015934814355302196,2021-06-26,3.944748216009257,778411767.0257778,2132887300.2138855,1354475533.1881077,True,other_commitment,False,3196364.887109937,commercial_property,622100406.4326757,607985123.0297754,622100406.4326757,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010322,BOR-0009841,GRP-0009841,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,36093880038.43364,48433773697.140144,large_corporate,IT Services,East,INR,BB,BB,0.014401441171989634,2022-11-18,2.5056217321170355,633482228.916876,1131777792.2216845,498295563.3048085,True,other_commitment,False,6228315.374261019,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010332,BOR-0009844,GRP-0009844,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,36021157880.35907,38500840487.54624,large_corporate,Metals,North,INR,AA,AA,0.0005771817191671627,2021-06-26,0.4255829312055091,687999611.6890885,801919815.9669906,113920204.27790213,True,other_commitment,False,3637025.0559892007,commercial_property,728619181.5710931,786967440.7066084,728619181.5710931,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010350,BOR-0009850,GRP-0009850,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,5440503771.152709,6619664440.70422,large_corporate,Construction,South,INR,BBB,BBB,0.004248503834076044,2024-01-12,2.14386608491243,1471693590.5241487,3232948838.0241203,1761255247.4999716,True,other_commitment,False,10466337.1843741,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010400,BOR-0009867,GRP-0009867,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,24577296530.15751,36017367912.15003,large_corporate,Metals,North,INR,B,B,0.0414003479893744,2023-03-18,1.5087181529854632,419738265.12212956,769200611.2202938,349462346.0981642,True,other_commitment,False,1364876.6510816885,commercial_property,483787739.7491452,491151668.00700784,483787739.7491452,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010627,BOR-0009943,GRP-0009943,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,52136928992.328064,38283759059.56358,large_corporate,Auto Components,East,INR,AA,AA,0.0005910096514639952,2025-12-02,2.94567239733523,1123454524.6186123,2980161058.997329,1856706534.378717,True,other_commitment,False,1879305.026259195,none,0.0,0.0,0.0,False,False,0.0,406210895.70238984,eligible_bank,AA,60,0
EXP-0010713,BOR-0009971,GRP-0009971,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,139015974114.52173,218568191857.8397,large_corporate,Real Estate,West,INR,CCC,CCC,0.17030235005870814,2024-05-11,3.622806494023338,1067490000.3470635,1198327168.4797635,130837168.13269997,True,other_commitment,False,4355949.992461675,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010771,BOR-0009991,GRP-0009991,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,88723110019.97581,120869445861.98459,large_corporate,Textiles,South,INR,BB,BB,0.012794203418093647,2019-02-07,3.175007905440133,303937101.177188,352386586.76898676,48449485.59179878,True,other_commitment,False,1780591.864430784,commercial_property,240712649.79280555,230371329.6300882,240712649.79280555,False,False,0.0,0.0,none,UNRATED,30,0
EXP-0010801,BOR-0010001,GRP-0010001,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,152611054405.77905,182650285626.2415,large_corporate,Auto Components,East,INR,BB,BB,0.015301664971118336,2019-01-08,0.6041327458457753,391764659.08608377,528636547.4289038,136871888.34282005,True,other_commitment,False,1560699.1842050818,none,0.0,0.0,0.0,False,False,0.0,139156166.45772803,eligible_bank,AA,15,0
EXP-0010864,BOR-0010022,GRP-0010022,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,44711655300.8683,39193598442.61782,large_corporate,Metals,South,INR,A,A,0.0014590245102928713,2018-04-13,1.480552870722328,1304096626.3612168,2093915452.1470623,789818825.7858455,True,other_commitment,False,8460876.301556729,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0010884,BOR-0010028,GRP-0010028,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,138281277455.54807,212547136577.91418,large_corporate,Construction,North,INR,B,B,0.06585686552401375,2018-06-12,2.718073334713452,1952018370.0078824,4042176278.7481694,2090157908.740287,True,other_commitment,False,18850347.316602085,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,15,0
EXP-0010966,BOR-0010056,GRP-0010056,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,13031075206.504547,23282217786.543262,large_corporate,Healthcare,North,INR,BBB,BBB,0.003532071132318516,2022-04-22,3.696758423850635,725351302.6840096,813844901.474328,88493598.79031849,True,other_commitment,False,6115629.769992064,none,0.0,0.0,0.0,False,False,0.0,493924201.3469537,eligible_bank,AA,5,0
EXP-0010983,BOR-0010061,GRP-0010061,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,54085450545.203094,47818520332.03857,large_corporate,Consumer,West,INR,BBB,BBB,0.0032917990917523234,2024-01-12,4.145317823544419,1945579437.2399685,2913142197.1963916,967562759.956423,True,other_commitment,False,22693846.9238388,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010985,BOR-0010062,GRP-0010062,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,36300901421.56398,41817075442.42529,large_corporate,Construction,East,INR,AA,AA,0.0007044626144440641,2024-11-07,0.7559606513922716,1632552071.2506459,2967384900.5490727,1334832829.2984269,True,other_commitment,False,11027978.90504198,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0010995,BOR-0010065,GRP-0010065,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,15312060988.734943,21645706160.828262,large_corporate,Metals,South,INR,BBB,BBB,0.004552552622614546,2017-05-18,3.8235278941771424,1397038433.457171,3181287413.7640486,1784248980.3068776,True,other_commitment,False,14891443.148811128,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0011032,BOR-0010078,GRP-0010078,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,19065723938.40495,27343388570.140324,large_corporate,IT Services,North,INR,BBB,BBB,0.0042588993177085106,2021-11-23,2.738337433825632,961202926.7722919,1425695499.7670505,464492572.9947586,True,other_commitment,False,1301668.3279312167,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,30,0
EXP-0011085,BOR-0010095,GRP-0010095,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,19004114601.778255,32960742578.875633,large_corporate,Metals,West,INR,AA,AA,0.00047726295824082127,2019-01-08,4.428321440601623,1734592872.5582838,2570255207.9225082,835662335.3642244,True,other_commitment,False,8039771.247728194,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0011312,BOR-0010171,GRP-0010171,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,43832823026.10764,41239284145.3894,large_corporate,Financial Services,Central,INR,BBB,BBB,0.005452461962081385,2024-12-07,2.2352930806224007,1485363448.3178945,1725904818.2139857,240541369.89609122,True,other_commitment,False,2062170.7134051144,none,0.0,0.0,0.0,False,False,0.0,695829827.8388604,eligible_bank,AA,0,0
EXP-0011447,BOR-0010216,GRP-0010216,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,38355159362.466194,33436794807.273197,large_corporate,Consumer,South,INR,BBB,BBB,0.00491265312562188,2017-03-19,9.16737637560696,2268146250.358267,3447614902.6305695,1179468652.2723026,True,other_commitment,False,16059759.796624748,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0011490,BOR-0010230,GRP-0010230,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,61025630273.40352,88639941155.77348,large_corporate,Financial Services,North,INR,AA,AA,0.0005010755245940962,2022-06-21,6.1265604474539685,1750121494.2967432,4801958196.520225,3051836702.223481,True,other_commitment,False,11811099.17794806,none,0.0,0.0,0.0,False,False,0.0,375476842.6027528,eligible_bank,AA,0,0
EXP-0011540,BOR-0010247,GRP-0010247,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,15287975713.679594,26995410814.95649,large_corporate,IT Services,South,INR,AA,AA,0.0006001936725248578,2023-02-16,7.38547867701875,1211455276.4322875,1394021344.9340153,182566068.50172782,True,other_commitment,False,2347701.981305784,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0011624,BOR-0010275,GRP-0010275,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,15783420890.959112,27713400701.926525,large_corporate,Financial Services,South,INR,BBB,BBB,0.005126132362616317,2016-08-21,5.9186934222765855,1343623697.0572417,2478020964.7826257,1134397267.725384,True,other_commitment,False,11314622.447691204,commercial_property,805101320.668459,821975021.0688136,805101320.668459,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0011685,BOR-0010295,GRP-0010295,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,14932847462.980062,18501055759.109623,large_corporate,Healthcare,East,INR,BB,BB,0.013759385147607942,2018-06-12,2.8422593843233424,889350677.5328649,1974486772.6243145,1085136095.0914497,True,other_commitment,False,6419592.624966335,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,5,0
EXP-0011737,BOR-0010313,GRP-0010313,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,19943430028.852966,15608948995.685139,large_corporate,Construction,South,INR,A,A,0.0015021552915106002,2023-12-13,1.9981505600801237,1117824065.2285671,3410531810.706252,2292707745.477685,True,other_commitment,False,55000.84621718794,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,5,0
EXP-0011778,BOR-0010326,GRP-0010326,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,31773988663.952095,33724741397.924866,large_corporate,Real Estate,West,INR,BBB,BBB,0.0037374274152248677,2022-11-18,5.907092929614414,4138207106.262754,8448890357.822885,4310683251.560131,True,other_commitment,False,19937917.139161576,commercial_property,2104439583.0630245,2213918029.3089633,2104439583.0630245,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0011849,BOR-0010350,GRP-0010350,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,81929370752.30487,78141348475.72531,large_corporate,Textiles,West,INR,A,A,0.001441680840531455,2025-08-04,0.289695592011434,740375580.0155051,917193050.1689537,176817470.15344858,True,other_commitment,False,6680933.100939309,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,30,0
EXP-0011857,BOR-0010353,GRP-0010353,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,20741807649.592052,26617591696.966347,large_corporate,Real Estate,South,INR,A,A,0.0017066736457952648,2022-05-22,6.257020624856049,1664548883.0597072,3447540580.7676187,1782991697.7079115,True,other_commitment,False,7343466.964320523,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0011900,BOR-0010367,GRP-0010367,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,32470303525.330578,32695666932.29256,large_corporate,Textiles,West,INR,A,A,0.0014720969670832822,2017-04-18,2.4457478561215864,1742079886.969231,4613117446.007904,2871037559.0386734,True,other_commitment,False,12914587.290834047,commercial_property,1211512431.5950382,1128715890.9353771,1211512431.5950382,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0011922,BOR-0010374,GRP-0010374,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,20498528322.252396,24023320423.784782,large_corporate,Real Estate,South,INR,BBB,BBB,0.0027048118021616254,2016-09-20,2.2422491692899675,1142401935.7279165,1291581970.5939045,149180034.86598802,True,other_commitment,False,8985286.825716197,none,0.0,0.0,0.0,False,False,0.0,636457545.0839179,eligible_bank,AA,0,0
EXP-0011986,BOR-0010396,GRP-0010396,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,31090796450.128174,55451337778.41185,large_corporate,Consumer,South,INR,BBB,BBB,0.0032885335524118465,2025-06-05,0.7473952432781148,1190462993.4001353,1367763571.615395,177300578.2152598,True,other_commitment,False,12674738.556168571,commercial_property,817360911.849847,860417710.7436471,817360911.849847,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0011997,BOR-0010399,GRP-0010399,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,89181432115.02345,141752436894.65506,large_corporate,Construction,West,INR,A,A,0.001497387681013654,2019-10-05,2.386506929684894,729259511.639686,1860012503.534389,1130752991.894703,True,other_commitment,False,3991867.285244468,commercial_property,823813741.9402484,870311425.6171907,823813741.9402484,False,False,0.0,0.0,none,UNRATED,5,0
EXP-0012039,BOR-0010413,GRP-0010413,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,11175892859.904148,19162587871.743748,large_corporate,Textiles,West,INR,BBB,BBB,0.00415056158305833,2017-08-16,0.9776351117873255,1479965611.5265632,3173765834.375605,1693800222.849042,True,other_commitment,False,7254187.699168412,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,15,0
EXP-0012068,BOR-0010423,GRP-0010423,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,42186524247.90213,48660065225.895836,large_corporate,Textiles,South,INR,BBB,BBB,0.0032919984861313496,2021-04-27,0.7241025577067524,813703452.2926521,1375932931.981521,562229479.6888688,True,other_commitment,False,3679861.4159985096,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0012075,BOR-0010425,GRP-0010425,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,171311328341.3204,252044660739.3264,large_corporate,IT Services,West,INR,A,A,0.0013363710037289135,2024-08-09,1.21866503183782,240883735.8220394,320955469.14042044,80071733.31838104,True,other_commitment,False,1731224.4782939968,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,15,0
EXP-0012155,BOR-0010452,GRP-0010452,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,27163463495.2497,35581754827.73939,large_corporate,Construction,Central,INR,A,A,0.0011188164181628816,2021-11-23,1.5015257566877986,788958648.3240436,1190591788.2183769,401633139.89433324,True,other_commitment,False,8405868.882341322,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0012169,BOR-0010457,GRP-0010457,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,19470754961.32179,28912727321.043724,large_corporate,Financial Services,South,INR,BBB,BBB,0.004440766902401766,2016-09-20,2.895269535864828,959666351.2872543,1402563500.8973107,442897149.6100564,True,other_commitment,False,4742770.487055375,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,15,0
EXP-0012316,BOR-0010506,GRP-0010506,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,14327334022.207083,11077044747.842146,large_corporate,Financial Services,North,INR,A,A,0.002010300049456661,2025-02-05,1.253662426891992,971247698.1756775,1252036226.8005493,280788528.62487173,True,other_commitment,False,4891934.620417997,commercial_property,1154702466.6170807,1076007397.3161757,1154702466.6170807,False,False,0.0,0.0,none,UNRATED,60,0
EXP-0012371,BOR-0010524,GRP-0010524,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,44015822725.7961,42127746545.44935,large_corporate,Construction,South,INR,A,A,0.0015493731591771853,2020-10-29,0.25,778108388.3167766,1528204088.7204351,750095700.4036585,True,other_commitment,False,4141281.164859859,none,0.0,0.0,0.0,False,False,0.0,0.0,none,UNRATED,30,0
EXP-0012405,BOR-0010535,GRP-0010535,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,47450969544.564125,77599772506.25261,large_corporate,Healthcare,North,INR,A,A,0.0012300546565180883,2017-03-19,2.2311420115133838,772649511.2531497,1113444777.2110586,340795265.95790887,True,other_commitment,False,3391684.032377498,commercial_property,432483167.6225403,429322223.2841643,432483167.6225403,False,False,0.0,0.0,none,UNRATED,5,0
EXP-0012426,BOR-0010542,GRP-0010542,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,10854211579.096157,13534702632.259354,large_corporate,Construction,Central,INR,BBB,BBB,0.003758563718773421,2024-08-09,2.307431479005725,1861226093.4361024,2246389141.241108,385163047.80500555,True,other_commitment,False,3706215.710505368,commercial_property,1864897857.256516,1989477660.0552287,1864897857.256516,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0012508,BOR-0010570,GRP-0010570,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,28555465695.881332,47800199467.14907,large_corporate,Financial Services,South,INR,A,A,0.002228216314593712,2022-06-21,0.9593968590318619,2435792008.0433726,3703556133.566649,1267764125.5232763,True,other_commitment,False,11066795.010910867,commercial_property,1740750941.945394,1726447266.9736443,1740750941.945394,False,False,0.0,0.0,none,UNRATED,15,0
EXP-0012535,BOR-0010579,GRP-0010579,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,25462871906.050255,33673475013.220486,large_corporate,Financial Services,South,INR,BB,BB,0.015064540336542559,2024-08-09,2.027127778469172,225233647.14069477,250697468.89342758,25463821.752732813,True,other_commitment,False,1094186.344206773,commercial_property,175183555.4943674,158079232.67043242,175183555.4943674,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0012545,BOR-0010582,GRP-0010582,2026-06-30,large_corporate,corporate_revolver,large_corporate,False,False,False,False,39890407013.23653,37143296307.11699,large_corporate,Metals,East,INR,B,B,0.054875787283124644,2019-01-08,2.0411888274219714,289417181.41683507,458548176.66189533,169130995.24506027,True,other_commitment,False,2447636.3181919716,commercial_property,131131385.45773269,129413667.06497343,131131385.45773269,False,False,0.0,0.0,none,UNRATED,0,0
EXP-0000001,BOR-0000001,GRP-0000001,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,East,INR,BB,BB,0.01529637700203566,2022-11-18,2.0060280596911246,2073545.4292475171,2073545.4292475171,0.0,False,no_commitment,False,24088.7508891848,residential_property,2872410.778471743,2923873.706183568,2872410.778471743,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000218,BOR-0000218,GRP-0000218,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,A,A,0.0014886081847862401,2018-04-13,3.4178748244020962,4129687.0027389633,4129687.0027389633,0.0,False,no_commitment,False,46499.06199650917,residential_property,6652562.002384035,6970708.106986908,6652562.002384035,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000219,BOR-0000219,GRP-0000219,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,West,INR,B,B,0.056275655644633216,2020-10-29,3.247431351755661,2313398.3364402554,2313398.3364402554,0.0,False,no_commitment,False,15596.9833084742,residential_property,3368327.990734214,3635283.983581069,3368327.990734214,False,True,0.0,0.0,none,UNRATED,15,0
EXP-0000252,BOR-0000252,GRP-0000252,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,North,INR,BB,BB,0.01649974649556249,2020-03-03,3.9059244834077256,1445710.8016946937,1445710.8016946937,0.0,False,no_commitment,False,10324.902830443742,residential_property,2300747.6430550967,2445849.5609036125,2300747.6430550967,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000281,BOR-0000281,GRP-0000281,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,Central,INR,AA,AA,0.0005461412722329032,2020-09-29,1.2041265591631654,1887456.077304098,1887456.077304098,0.0,False,no_commitment,False,6997.490053779571,residential_property,2283911.8016114403,2225940.569007592,2283911.8016114403,False,True,0.0,0.0,none,UNRATED,60,0
EXP-0000432,BOR-0000432,GRP-0000432,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,West,INR,BB,BB,0.01659172211048271,2021-09-24,2.5228148410544176,5077147.752509149,5077147.752509149,0.0,False,no_commitment,False,722.2256972659915,residential_property,5122595.438107605,5010945.7239878485,5122595.438107605,False,True,0.0,0.0,none,UNRATED,5,0
EXP-0000507,BOR-0000507,GRP-0000507,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,East,INR,BBB,BBB,0.0034954771125298425,2017-09-15,2.1098622633095876,4292833.042634231,4292833.042634231,0.0,False,no_commitment,False,34885.053956807526,residential_property,4821918.611128617,4449470.719596375,4821918.611128617,False,True,0.0,0.0,none,UNRATED,5,0
EXP-0000518,BOR-0000518,GRP-0000518,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,BB,BB,0.0118185065572992,2025-07-05,1.6348297743024032,1774950.846873979,1774950.846873979,0.0,False,no_commitment,False,14821.79073854203,residential_property,2234672.8566678558,2115859.066105228,2234672.8566678558,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000540,BOR-0000540,GRP-0000540,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,BB,BB,0.012664847456848979,2018-09-10,2.428612725682901,2897362.414857569,2897362.414857569,0.0,False,no_commitment,False,9165.169219532823,residential_property,4883350.006042695,4883050.914636951,4883350.006042695,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000581,BOR-0000581,GRP-0000581,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,BBB,BBB,0.004853894940389303,2017-11-14,1.6208473672910313,3334660.233575752,3334660.233575752,0.0,False,no_commitment,False,14569.455870492624,residential_property,4976789.796416493,4871673.683747441,4976789.796416493,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000749,BOR-0000749,GRP-0000749,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,Central,INR,BB,BB,0.014777859553382578,2017-12-14,2.0927323794845227,3403607.856307077,3403607.856307077,0.0,False,no_commitment,False,19298.832292302945,residential_property,5136229.104189384,5156925.663647913,5136229.104189384,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0000823,BOR-0000823,GRP-0000823,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,A,A,0.0012983418495220744,2022-02-21,1.0890373971711258,4687946.005016007,4687946.005016007,0.0,False,no_commitment,False,31193.514532224643,residential_property,6981746.640049674,6622480.694459887,6981746.640049674,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0001094,BOR-0001094,GRP-0001094,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,East,INR,A,A,0.0011821519433379358,2017-08-16,6.814475251824701,3968091.8058927893,3968091.8058927893,0.0,False,no_commitment,False,2287.368750915402,residential_property,4898462.829786113,5119134.422568058,4898462.829786113,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0001124,BOR-0001124,GRP-0001124,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,West,INR,A,A,0.0015510749243412114,2024-07-10,3.6398080375767763,4822081.17323501,4822081.17323501,0.0,False,no_commitment,False,12351.245133089555,residential_property,7538730.906041232,7486164.369344122,7538730.906041232,False,True,0.0,0.0,none,UNRATED,30,0
EXP-0001192,BOR-0001192,GRP-0001192,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,BBB,BBB,0.0030637114311996907,2019-05-08,1.8536554245315782,6031865.021296522,6031865.021296522,0.0,False,no_commitment,False,12805.127995919282,residential_property,6155852.488432704,6129303.296957261,6155852.488432704,False,True,0.0,0.0,none,UNRATED,5,0
EXP-0001332,BOR-0001332,GRP-0001332,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,North,INR,BBB,BBB,0.00444534635535625,2019-08-06,3.815035452665157,2449298.810159778,2449298.810159778,0.0,False,no_commitment,False,345.84587679293463,residential_property,4040840.8013405963,4258051.402031316,4040840.8013405963,True,True,0.0,0.0,none,UNRATED,15,0
EXP-0001408,BOR-0001408,GRP-0001408,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,A,A,0.0017207857609138895,2022-02-21,5.6107559550540245,12488375.13133916,12488375.13133916,0.0,False,no_commitment,False,29035.076577716045,residential_property,13958290.111746753,14865047.199852398,13958290.111746753,False,True,0.0,0.0,none,UNRATED,15,0
EXP-0001414,BOR-0001414,GRP-0001414,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,B,B,0.04668140607173261,2020-05-02,0.534206242448316,1520937.2437774779,1520937.2437774779,0.0,False,no_commitment,False,10085.647492723116,residential_property,2165522.676260011,2198937.9163447535,2165522.676260011,False,True,0.0,0.0,none,UNRATED,0,0
EXP-0001435,BOR-0001435,GRP-0001435,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,East,INR,A,A,0.0012395798830892133,2016-09-20,4.439244890628243,4750551.346347564,4750551.346347564,0.0,False,no_commitment,False,51618.33283702846,residential_property,7601781.863002124,7026257.1178378,7601781.863002124,False,True,0.0,0.0,none,UNRATED,5,0
EXP-0001459,BOR-0001459,GRP-0001459,2026-06-30,mortgage,mortgage,individual,True,False,True,False,0.0,0.0,mortgage,Households,South,INR,B,B,0.047932403525586226,2025-11-02,0.9511094616816483,1426782.8700497767,1426782.8700497767,0.0,False,no_commitment,False,8438.524829487516,residential_property,2308518.3427958535,2332305.4428595547,2308518.3427958535,False,True,0.0,0.0,none,UNRATED,5,0
